Appid,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Approximate minimum profit (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Steamcardexchange link,Steam store link,SI
1168660,Barro 2020,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1168660,https://store.steampowered.com/app/1168660/Barro_2020/,]
1070330,Russian Life Simulator,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1070330,https://store.steampowered.com/app/1070330/Russian_Life_Simulator/,]
490910,Control Craft 3,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-490910,https://store.steampowered.com/app/490910/Control_Craft_3/,]
944220,Gachi Heroes,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-944220,https://store.steampowered.com/app/944220/Gachi_Heroes/,]
615610,Orbt XL,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-615610,https://store.steampowered.com/app/615610/Orbt_XL/,]
433950,Bit Blaster XL,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-433950,https://store.steampowered.com/app/433950/Bit_Blaster_XL/,]
585830,Ninja Stealth 2,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-585830,https://store.steampowered.com/app/585830/Ninja_Stealth_2/,]
862570,Ding Dong XL,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-862570,https://store.steampowered.com/app/862570/Ding_Dong_XL/,]
715010,Diamo XL,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-715010,https://store.steampowered.com/app/715010/Diamo_XL/,]
438480,Rock 'N' Roll Defense,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-438480,https://store.steampowered.com/app/438480/Rock_N_Roll_Defense/,]
914690,Hentai Shooter 3D,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-914690,https://store.steampowered.com/app/914690/Hentai_Shooter_3D/,]
597230,Shotgun Legend,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-597230,https://store.steampowered.com/app/597230/Shotgun_Legend/,]
439930,Control Craft 2,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-439930,https://store.steampowered.com/app/439930/Control_Craft_2/,]
630060,Consummate:Missing World 寇莎梅特：困世迷情,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-630060,https://store.steampowered.com/app/630060/ConsummateMissing_World/,]
476240,KNIGHTS,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-476240,https://store.steampowered.com/app/476240/KNIGHTS/,]
636150,Cyberhunt,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-636150,https://store.steampowered.com/app/636150/Cyberhunt/,]
634230,Project First Contact,6.99,-65%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-634230,https://store.steampowered.com/app/634230/Project_First_Contact/,]
585690,Minimalism,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-585690,https://store.steampowered.com/app/585690/Minimalism/,]
508840,Broken Armor,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-508840,https://store.steampowered.com/app/508840/Broken_Armor/,]
447850,The Next Door,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-447850,https://store.steampowered.com/app/447850/The_Next_Door/,]
555710,Zolg,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-555710,https://store.steampowered.com/app/555710/Zolg/,]
380550,Incandescent,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-380550,https://store.steampowered.com/app/380550/Incandescent/,]
506670,ORBITAL,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-506670,https://store.steampowered.com/app/506670/ORBITAL/,]
512160,Volleying,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-512160,https://store.steampowered.com/app/512160/Volleying/,]
385830,Burgers,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-385830,https://store.steampowered.com/app/385830/Burgers/,]
568720,The Agony,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-568720,https://store.steampowered.com/app/568720/The_Agony/,]
604200,Night of Terror,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-604200,https://store.steampowered.com/app/604200/Night_of_Terror/,]
492830,Throne Rushers,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-492830,https://store.steampowered.com/app/492830/Throne_Rushers/,]
432170,Silver Knight,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-432170,https://store.steampowered.com/app/432170/Silver_Knight/,]
363610,Botology,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-363610,https://store.steampowered.com/app/363610/Botology/,]
595780,Rogue Port - Blue Nightmare,6.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-595780,https://store.steampowered.com/app/595780/Rogue_Port__Blue_Nightmare/,]
439250,Space Pilgrim Episode III: Delta Pavonis,7.0,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-439250,https://store.steampowered.com/app/439250/Space_Pilgrim_Episode_III_Delta_Pavonis/,]
446640,Space Pilgrim Episode IV: Sol,7.0,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-446640,https://store.steampowered.com/app/446640/Space_Pilgrim_Episode_IV_Sol/,]
431710,Space Pilgrim Episode II: Epsilon Indi,7.0,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-431710,https://store.steampowered.com/app/431710/Space_Pilgrim_Episode_II_Epsilon_Indi/,]
462960,Caveman World: Mountains of Unga Boonga,7.0,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-462960,https://store.steampowered.com/app/462960/Caveman_World_Mountains_of_Unga_Boonga/,]
551110,Wayout,7.01,-46%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-551110,https://store.steampowered.com/app/551110/Wayout/,]
273500,Over 9000 Zombies!,7.01,-74%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-273500,https://store.steampowered.com/app/273500/Over_9000_Zombies/,]
357070,UBERMOSH,7.01,-46%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-357070,https://store.steampowered.com/app/357070/UBERMOSH/,]
585950,Wayout 2: Hex,7.01,-46%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-585950,https://store.steampowered.com/app/585950/Wayout_2_Hex/,]
420740,The Deed,7.01,-46%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-420740,https://store.steampowered.com/app/420740/The_Deed/,]
481870,Mini Thief,7.01,-73%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-481870,https://store.steampowered.com/app/481870/Mini_Thief/,]
754040,Piggy Poggy Pog,7.01,-74%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-754040,https://store.steampowered.com/app/754040/Piggy_Poggy_Pog/,]
577080,A Dump in the Dark,7.01,-74%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-577080,https://store.steampowered.com/app/577080/A_Dump_in_the_Dark/,]
506730,Dinosaur Forest,7.01,-74%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-506730,https://store.steampowered.com/app/506730/Dinosaur_Forest/,]
431860,Color Chemistry,7.01,-74%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-431860,https://store.steampowered.com/app/431860/Color_Chemistry/,]
933070,Cold Blooded Cube,7.01,-74%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-933070,https://store.steampowered.com/app/933070/Cold_Blooded_Cube/,]
449680,SAMOLIOTIK,7.02,-48%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-449680,https://store.steampowered.com/app/449680/SAMOLIOTIK/,]
587810,Bang Bang Fruit,7.03,-49%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-587810,https://store.steampowered.com/app/587810/Bang_Bang_Fruit/,]
546410,Grab the Bottle,7.19,-82%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-546410,https://store.steampowered.com/app/546410/Grab_the_Bottle/,]
635850,Sentience: The Android's Tale,7.2,-84%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-635850,https://store.steampowered.com/app/635850/Sentience_The_Androids_Tale/,]
527710,Crown Champion: Legends of the Arena,7.38,-82%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-527710,https://store.steampowered.com/app/527710/Crown_Champion_Legends_of_the_Arena/,]
Bundle/NoID,Inner Demons Pack - Face It + Soul Gambler,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-73792,https://store.steampowered.com/sub/73792/,]
281750,Munin,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-281750,https://store.steampowered.com/app/281750/Munin/,]
313020,Soul Gambler,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-313020,https://store.steampowered.com/app/313020/Soul_Gambler/,]
265330,Gomo,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-265330,https://store.steampowered.com/app/265330/Gomo/,]
340830,Razenroth,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-340830,https://store.steampowered.com/app/340830/Razenroth/,]
523150,Mahjong World Contest (麻将),7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-523150,https://store.steampowered.com/app/523150/Mahjong_World_Contest/,]
407300,The Last NightMary - A Lenda do Cabeça de Cuia,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-407300,https://store.steampowered.com/app/407300/The_Last_NightMary__A_Lenda_do_Cabea_de_Cuia/,]
Bundle/NoID,UBERMOSH + Original Soundtrack,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-66335,https://store.steampowered.com/sub/66335/,]
523160,Alice's Patchworks 2,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-523160,https://store.steampowered.com/app/523160/Alices_Patchworks_2/,]
18300,Spectraball,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-18300,https://store.steampowered.com/app/18300/Spectraball/,]
349500,Cubicle Quest,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-349500,https://store.steampowered.com/app/349500/Cubicle_Quest/,]
315920,Stonerid,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-315920,https://store.steampowered.com/app/315920/Stonerid/,]
402220,Lift It,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-402220,https://store.steampowered.com/app/402220/Lift_It/,]
506760,Twisty's Asylum Escapades,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-506760,https://store.steampowered.com/app/506760/Twistys_Asylum_Escapades/,]
222160,"Hamlet or the Last Game without MMORPG Features, Shaders ...",7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-222160,https://store.steampowered.com/app/222160/Hamlet_or_the_Last_Game_without_MMORPG_Features_Shaders/,]
577740,Winexy,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-577740,https://store.steampowered.com/app/577740/Winexy/,]
364050,Face It - A game to fight inner demons,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-364050,https://store.steampowered.com/app/364050/Face_It__A_game_to_fight_inner_demons/,]
280640,Dark Shadows - Army of Evil,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-280640,https://store.steampowered.com/app/280640/Dark_Shadows__Army_of_Evil/,]
462110,3 Coins At School,7.47,-89%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-462110,https://store.steampowered.com/app/462110/3_Coins_At_School/,]
614950,Shootout on Cash Island,8.09,-70%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-614950,https://store.steampowered.com/app/614950/Shootout_on_Cash_Island/,]
512250,Oh...Sir!! The Insult Simulator,8.36,-69%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-512250,https://store.steampowered.com/app/512250/OhSir_The_Insult_Simulator/,]
392280,The Franz Kafka Videogame,9.49,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-392280,https://store.steampowered.com/app/392280/The_Franz_Kafka_Videogame/,]
286360,Shadows on the Vatican Act I: Greed,9.49,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-286360,https://store.steampowered.com/app/286360/Shadows_on_the_Vatican_Act_I_Greed/,]
529900,Polygon Attack,9.79,-30%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-529900,https://store.steampowered.com/app/529900/Polygon_Attack/,]
546340,"Dynamic Very, Very, Hard game!!",10.45,-87%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-546340,https://store.steampowered.com/app/546340/Dynamic_Very_Very_Hard_game/,]
296730,Viktor,10.49,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-296730,https://store.steampowered.com/app/296730/Viktor/,]
575330,Oh...Sir! The Hollywood Roast,10.79,-80%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-575330,https://store.steampowered.com/app/575330/OhSir_The_Hollywood_Roast/,]
460960,The Deed: Dynasty,10.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-460960,https://store.steampowered.com/app/460960/The_Deed_Dynasty/,]
602070,Plasma Puncher,11.84,-85%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-602070,https://store.steampowered.com/app/602070/Plasma_Puncher/,]
306350,Slipstream 5000,11.99,-70%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-306350,https://store.steampowered.com/app/306350/Slipstream_5000/,]
578850,64.0,12.5,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-578850,https://store.steampowered.com/app/578850/640/,]
249650,Blackguards,12.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-249650,https://store.steampowered.com/app/249650/Blackguards/,]
218640,Lucius,12.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-218640,https://store.steampowered.com/app/218640/Lucius/,]
214340,Deponia,12.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-214340,https://store.steampowered.com/app/214340/Deponia/,]
298520,Orbital Gear,12.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-298520,https://store.steampowered.com/app/298520/Orbital_Gear/,]
343560,Bob Was Hungry,12.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-343560,https://store.steampowered.com/app/343560/Bob_Was_Hungry/,]
340500,The Warriorlock,12.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-340500,https://store.steampowered.com/app/340500/The_Warriorlock/,]
410120,AGON - The Mysterious Codex (Trilogy),12.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-410120,https://store.steampowered.com/app/410120/AGON__The_Mysterious_Codex_Trilogy/,]
322970,Subject 13,12.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-322970,https://store.steampowered.com/app/322970/Subject_13/,]
410130,AGON - The Lost Sword of Toledo,12.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-410130,https://store.steampowered.com/app/410130/AGON__The_Lost_Sword_of_Toledo/,]
1012630,Epido,13.49,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1012630,https://store.steampowered.com/app/1012630/Epido/,]
434730,Half Dead,13.49,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-434730,https://store.steampowered.com/app/434730/Half_Dead/,]
1101270,Anime Artist,13.49,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1101270,https://store.steampowered.com/app/1101270/Anime_Artist/,]
287860,8-Bit Commando,13.49,-75%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-287860,https://store.steampowered.com/app/287860/8Bit_Commando/,]
436140,Empire of the Gods,13.49,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-436140,https://store.steampowered.com/app/436140/Empire_of_the_Gods/,]
542430,Remaining in a dream,13.49,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-542430,https://store.steampowered.com/app/542430/Remaining_in_a_dream/,]
107600,Waves,13.59,-80%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-107600,https://store.steampowered.com/app/107600/Waves/,]
461760,Reptilian Rebellion,13.59,-66%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-461760,https://store.steampowered.com/app/461760/Reptilian_Rebellion/,]
508730,Painted Legend,13.59,-80%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-508730,https://store.steampowered.com/app/508730/Painted_Legend/,]
625340,XERA: Survival,14.75,-75%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-625340,https://store.steampowered.com/app/625340/XERA_Survival/,]
298850,Millennium 5 - The Battle of the Millennium,14.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-298850,https://store.steampowered.com/app/298850/Millennium_5__The_Battle_of_the_Millennium/,]
561770,Just Ignore Them,14.99,-50%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-561770,https://store.steampowered.com/app/561770/Just_Ignore_Them/,]
416680,Zombie Night Terror,15.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-416680,https://store.steampowered.com/app/416680/Zombie_Night_Terror/,]
517330,Stellar Interface,15.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-517330,https://store.steampowered.com/app/517330/Stellar_Interface/,]
514240,ALONE?,15.99,-60%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-514240,https://store.steampowered.com/app/514240/ALONE/,]
450030,Worst Case Z,15.99,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-450030,https://store.steampowered.com/app/450030/Worst_Case_Z/,]
915460,ULTIMATE HARDBASS DEFENCE,16.19,-40%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-915460,https://store.steampowered.com/app/915460/ULTIMATE_HARDBASS_DEFENCE/,]
566190,The Search,16.19,-70%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-566190,https://store.steampowered.com/app/566190/The_Search/,]
414260,Ironclads 2: American Civil War,16.24,-90%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-414260,https://store.steampowered.com/app/414260/Ironclads_2_American_Civil_War/,]
415670,Highrise Heroes: Word Challenge,16.99,-75%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-415670,https://store.steampowered.com/app/415670/Highrise_Heroes_Word_Challenge/,]
238890,Skyward Collapse,16.99,-75%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-238890,https://store.steampowered.com/app/238890/Skyward_Collapse/,]
432180,Discouraged Workers TEEN,16.99,-75%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-432180,https://store.steampowered.com/app/432180/Discouraged_Workers_TEEN/,]
371000,Cave Coaster,16.99,-80%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-371000,https://store.steampowered.com/app/371000/Cave_Coaster/,]
398590,Deffactor,17.54,-35%,,,,,,,,,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-398590,https://store.steampowered.com/app/398590/Deffactor/,]
